,664,1228,1095,584,120,1068,744,1266,1534,897,69,339,1038,1205,1150,1741,1735,1016,1648,1006,418,754,1140,1812,68,850,1716,1104,932,618,210,1367,922,161,570,1079,1572,1040,800,588,1023,338,501,1341,767,1751,1745,542,862,1771,1664,545,497,411,1654,1865,944,1378,1066,1641,1292,1253,628,843,1743,1761,400,1769,1619,1265,485,105,1711,388,116,473,429,595,1335,1072,1127,1562,1866,979,1290,839,1291,1742,1797,971,1877,1148,1282,1247,1611,1106,698,406,1507,511,619,1835,980,404,1477
misc_price_min,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
misc_price_max,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0
display_size,6.3651577055096284,6.090378429707195,6.365155206128818,4.945648414709458,6.365157776962193,5.9903856628008745,4.736469122071962,6.365157702062483,4.736469136123367,6.365157773800235,5.4226955695829515,6.365157781826583,4.7747219243192625,5.244216478908857,5.161531619185703,4.766220468304151,4.7364693111826695,4.845345906587005,4.768981130604877,4.7364691151089655,4.739662302804847,4.736469124525329,6.348202899549249,5.100799647547957,5.8373408488686405,6.365157767638478,4.831503947599892,6.211330266978196,5.5823844260773745,5.055703395985761,6.300599932922503,6.365157748998197,5.231304639864203,6.365157768102243,5.4705461988834765,6.350388212825301,5.417165203439307,5.996191821536462,4.8422772497246696,4.7364691223618385,5.285453130859849,6.365157684187464,6.222740122083074,4.765258250461956,6.3651577056456325,4.936721838902692,4.802456434042455,6.013430278792924,4.866256389635209,5.143665840328867,6.3586077018497775,5.381743853803177,6.365157774387562,4.91533662929649,4.736469126984467,6.3651577710864515,4.736469605960919,6.365157697616189,6.142720725559622,4.955650291660894,4.884658844137351,5.245917800778392,5.6256837770831405,4.859407547764617,4.736469287630165,4.8246833136625895,5.126834261729895,5.234702945847246,6.365126911755021,5.663784125426061,6.346729065285096,4.736469185656487,5.688276677549655,5.534905852978657,4.736469120100049,6.0840104464374125,4.791071293013813,4.794161565951133,6.365157788431408,5.749609775152872,5.14564702884005,6.3651577455098645,5.197529659477439,6.365157716774793,4.765256730974624,6.365157774562932,4.736469216620359,4.73646913048266,5.038174835154719,4.736469122536214,6.365143710156587,4.736469291120204,6.365157742811487,6.276892004021996,6.277937995052432,4.736469141370251,6.3651555147969425,5.994780356793285,6.365157779234175,4.958468969679386,4.736469207952902,4.926643821449688,5.231304641659542,6.36515674671218,5.45934903978161
battery,2333.240825647922,2333.2408478107063,3436.453112541801,2333.240796442176,4118.6268005901,4118.623677159506,2333.2408719818336,2333.24082563664,2333.240881185956,3658.369306407041,3495.732085229305,3044.017559686171,2884.3629301638275,3867.971096891789,2333.240871593374,2342.980240341149,2341.735205370967,3120.054346190282,2333.240809888584,2333.2409244333835,2333.2408189354273,2333.240812914234,4116.032869461129,3060.2606647188327,2333.2408210562903,4118.626782150606,2333.2408771172154,2333.2408032598223,2634.68854744208,2333.240819531172,4118.626771629366,3477.051019220239,2333.2408425925732,4118.626782806454,2333.279933495157,3924.152428922752,2808.5967096878,2333.240805003357,3293.6439121584453,2333.24083523722,2483.2517423768168,3882.3385461482044,4118.626808485946,2333.241453002286,3463.4523403993567,2408.5326101477426,2333.251248494826,4118.6268255012465,2333.240922679325,2943.381134247005,3912.8366788404446,2425.3222453494127,2999.617038007219,2333.241356976212,2333.240833392834,4046.7850001131283,2596.0418689807752,3878.8610918866398,3532.5730952503413,2333.240880344999,2333.2408195626163,2386.2855093208073,3414.6736316134643,2377.4792847035314,2333.2409295084744,3057.5803478447465,2333.419827070427,2333.2410536733973,4111.557386808326,2333.24079034219,4109.466027910253,2333.240869960908,2569.9068540858957,2576.364426990868,2333.2408543227743,2333.254423485169,2333.2408054454486,2362.1083594859715,3089.0036993073245,2333.240838102691,3690.163843396478,3557.4541661098333,2764.5534947030433,3523.3342826162457,2333.242378069889,3658.369308319534,2333.2408535724358,2333.240831943527,2333.240798528016,2333.240874200739,3656.4740703551083,2341.7352033839056,3017.7948623148827,3854.37564937707,4118.626775365395,2333.2409424793086,3172.7894712033876,2333.240850122235,4070.8141729097947,2333.2408141150236,2442.463287870592,3461.325195074924,2333.2408416374215,3680.287945941193,2403.4473704520174
memory_ram_gb,3.999999999999999,1.9999999999999996,2.000000000000001,2.0000000000000004,2.0000000000000004,4.000000000000002,2.0000000000000044,3.999999999999999,3.0,1.9999999999999996,3.9999999999999885,4.00000000000094,2.0000000000000004,4.000000000001134,1.9999999999999916,3.0,2.000000000000017,1.999999999999985,2.999999999999913,2.000000000000231,2.0000000000000004,2.000000000000275,3.999999999999999,4.000000000000029,2.0000000000000004,1.9999999999999996,2.999999999999999,2.0000000000000036,2.0000000000001608,4.00000000000007,3.999999999999999,2.0000000000000084,3.000000000000484,2.0000000000000004,2.0000000000000004,1.9999999999999405,4.0000000000000115,3.9999999999999982,3.999999999999999,2.0000000000000004,3.999999999999999,3.9999999999989413,2.9999999999997957,2.0000000000000004,4.000000000000003,1.9999999999999862,2.0000000000000004,3.0000000000000036,2.0000000000000004,3.999999999999999,3.999999999999999,3.999999999999999,4.000000000000069,2.0000000000000018,2.0000000000000004,1.9999999999999982,2.000000000000002,1.9999999999999982,3.999999999999999,1.9999999999999583,2.0000000000000004,3.999999999999999,3.0,2.0000000000000004,2.0000000000001044,2.0000000000000004,1.9999999999994666,1.9999999999999996,2.0000000000000004,3.9999999999991847,4.000000000000069,4.000000000000001,4.000000000000076,2.0000000000000004,3.0000000000001545,2.000000000000038,2.0000000000001963,2.000000000000002,3.9999999999999876,4.000000000000005,1.999999999999977,3.000000000000001,4.000000000001313,3.9999999999999476,2.0000000000000004,1.9999999999999991,2.0000000000000004,2.0000000000000004,2.0000000000000004,2.000000000000005,2.0000000000000004,2.0000000000000004,3.99999999999834,4.000000000000007,3.999999999999999,1.9999999999999982,2.000000000000001,1.9999999999999996,3.0,2.9999999999999574,2.0000000000000036,3.999999999999999,3.0,2.0000000000000004,2.0000000000000004
memory_rom_gb,32.0,63.999999999999986,16.000000000000018,63.999999999999986,16.0,32.0,16.000000000000018,32.0,63.999999999999986,15.999999999999993,63.999999999999574,64.0000000000136,63.999999999999986,15.999999999997343,15.999999999999858,32.00000000000004,16.000000000000313,15.999999999999698,15.99999999999671,16.000000000002434,16.0,16.000000000004228,64.00000000000004,63.99999999999963,32.0,63.99999999999993,16.0,15.99999999999983,15.999999999996739,16.000000000000583,64.00000000000004,16.000000000000046,32.000000000003915,63.99999999999993,16.0,15.999999999999005,64.0000000000001,63.999999999999986,63.999999999999986,16.0,32.00000000000309,32.0,63.999999999993804,16.0,64.00000000000004,15.999999999999812,16.0,32.00000000000003,63.999999999999986,63.999999999999986,63.999999999999986,63.999999999999986,64.00000000000287,16.00000000000004,16.0,15.999999999999957,32.00000000000007,15.99999999999995,63.999999999999986,15.999999999999797,16.0,63.999999999999986,63.999999999999986,16.0,16.000000000000682,16.0,63.99999999996193,16.0,32.000000000133554,15.99999999998202,64.00000000000148,63.999999999999986,16.0,63.999999999999986,64.00000000000477,31.99999999999946,64.00000000001488,16.00000000000001,64.00000000000016,63.999999999999986,63.999999999998764,16.000000000000025,63.99999999999599,31.999999999999353,16.0,15.999999999999993,16.0,32.0,16.0,16.0,16.0,16.0,32.0,64.0000000000001,63.999999999999986,15.99999999999995,32.000000000000014,15.999999999999986,63.999999999999986,15.99999999999918,16.00000000000004,63.999999999999986,32.0,16.0,16.0
main_camera_resolution,16.0,12.0,12.0,12.0,12.0,12.0,14.0,16.0,12.0,12.0,16.0,13.0,12.0,17.0,13.0,14.0,12.0,13.0,13.0,13.0,13.0,15.0,16.0,13.0,16.0,12.0,16.0,12.0,13.0,14.0,14.0,12.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,16.0,12.0,13.0,12.0,12.0,16.0,12.0,12.0,12.0,14.0,12.0,16.0,14.0,12.0,16.0,16.0,16.0,14.0,12.0,12.0,12.0,12.0,14.0,12.0,12.0,13.0,13.0,12.0,12.0,16.0,13.0,16.0,12.0,13.0,14.0,14.0,16.0,13.0,12.0,13.0,12.0,12.0,13.0,12.0,13.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,12.0,17.0,12.0,14.0,13.0,12.0,12.0,12.0,13.0,13.0,12.0,12.0,12.0,12.0
selfie_camera_resolution,13.0,13.0,4.0,12.0,4.0,14.0,14.0,13.0,13.0,5.0,13.0,5.0,13.0,14.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,14.0,7.0,4.0,10.0,5.0,4.0,7.0,11.0,5.0,4.0,4.0,4.0,12.0,14.0,6.0,13.0,13.0,12.0,13.0,8.0,4.0,13.0,5.0,4.0,5.0,4.0,13.0,13.0,11.0,11.0,4.0,13.0,5.0,4.0,4.0,11.0,4.0,4.0,13.0,13.0,5.0,4.0,4.0,4.0,4.0,7.0,4.0,5.0,13.0,5.0,5.0,14.0,4.0,4.0,5.0,10.0,5.0,5.0,4.0,13.0,13.0,5.0,5.0,4.0,4.0,4.0,14.0,4.0,4.0,10.0,14.0,4.0,5.0,4.0,9.0,6.0,5.0,5.0,13.0,4.0,4.0,4.0
display_resolution,HD,qHD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,qHD,HD,qHD,HD,HD,HD,qHD,qHD,HD,HD,HD,HD,HD,qHD,qHD,HD,HD,HD,qHD,HD,HD,qHD,HD,HD,HD,qHD,HD,HD,HD,qHD,qHD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,qHD,HD,HD,qHD,qHD,HD,HD,HD,qHD,qHD,HD,HD,HD,HD,qHD,HD,HD,HD,HD,HD,qHD,qHD,HD,HD,HD,HD,qHD,HD,qHD,HD,qHD,qHD,qHD,HD,qHD,qHD,HD,HD,HD,HD,qHD,HD,HD,HD,HD,HD,qHD,qHD,HD
network_technology,4G,4G,3G,4G,4G,4G,3G,4G,3G,3G,4G,4G,3G,3G,3G,3G,4G,3G,3G,3G,4G,3G,4G,4G,4G,3G,3G,4G,4G,4G,4G,3G,3G,3G,3G,3G,4G,4G,4G,4G,4G,4G,4G,4G,3G,3G,3G,4G,3G,4G,4G,3G,4G,4G,4G,4G,3G,4G,4G,3G,3G,4G,4G,3G,3G,4G,3G,4G,4G,4G,3G,4G,4G,4G,3G,4G,4G,4G,4G,4G,4G,3G,4G,4G,4G,3G,3G,3G,4G,3G,3G,4G,3G,4G,4G,3G,3G,4G,4G,3G,4G,4G,3G,3G,3G
