,314,1861,1339,918,1429,1672,1031,1109,1629,713,569,1890,1818,1310,125,1360,141,535,1545,583,1002,214,1585,777,748,1691,636,1465,778,1120,978,1509,1618,211,1802,1660,615,1870,1425,74,1428,1458,1482,1850,1250,647,372,1009,1245,508,1017,450,949,1851,1889,738,1700,271,1615,1237,1271,1151,762,1845,821,31,356,1145,40,1183,1900,1283,303,1816,1362,803,499,919,1391,1101,249,1689,1476,1005,505,1219,703,1493,1481,103
misc_price_min,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0
misc_price_max,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0
display_size,5.924269068624556,5.387987152935203,5.150340390262707,5.0224041872720555,6.331362973543653,5.748241432654032,4.755497105665262,6.365157764078322,5.516054198099384,6.346208993878654,4.945510744778674,6.365157717178065,4.815201070114569,6.365157754510569,6.346471889718442,4.748242699180225,6.365157122614581,4.7686366600151695,5.703236112803378,5.21165934588946,5.12523233744741,5.924269069408757,6.365157774017978,6.365157456362805,5.505721823513396,4.869371858756788,4.95310527685654,6.245989807753797,6.189561823633977,6.359490917270251,5.461940323403958,6.31399469426295,6.034599184143966,5.8004755132908254,4.952343478350161,6.33111847728308,5.488907156816781,5.296482849744624,6.30795460464428,6.365157727866726,6.313543773826182,4.810341448367363,6.283492861920419,5.686302827704461,6.170162443190895,5.447885600999159,4.924793120101445,6.164458361462023,6.012042009995664,5.062449474315171,4.768423451578157,4.736475669493671,6.36515565791078,5.967102089137491,5.939931311260313,4.990376644302394,5.417770349512409,5.996620748973689,4.829683273769808,6.104729329032886,4.745193779894416,6.365157646808042,4.755451607396888,5.694898345283051,5.0194794852959355,6.36513430472834,6.3152230849870215,5.1575937138815116,5.6188763791364735,4.873541640833609,6.365081481716152,6.069081826583717,6.2863556178903295,4.772281166544622,5.166577494000018,4.986093475287771,5.809558898431707,5.920016932365948,5.480372330014702,6.3293359907061175,6.364857975128125,5.201200133608515,5.069440949217407,5.168905373049094,6.365157764128028,6.339543130545265,6.365156491248002,6.167134693336993,5.877638643772995,6.360082197232521
battery,4118.62675509975,2883.234138325855,2578.5796973699294,2371.705156230669,3765.561651126783,4118.618839465447,3975.388369259625,2805.921835013852,2590.442867246066,4118.606944701221,2350.672484720853,3425.068091681215,4118.626276923065,4118.626772850516,3737.220625843681,3224.188693423776,3148.5858838192257,4118.62677363404,3505.955635957543,3974.9266475891245,3967.0339428715574,4118.626756358148,3154.3043744211245,3891.703444157117,2475.8362924049743,2333.240821959189,4118.626446199057,2442.134790707119,3790.856538866182,4118.626749584609,3548.834596765458,3250.907442032135,4118.6267613354285,4118.626726409582,3611.5460641701407,3688.961391962424,2598.947929054704,4118.624615162868,3798.5024439449717,2990.992825829694,4065.8996162026438,4118.626777544622,2414.423813964204,4118.626784945125,3514.3093831284195,4104.992123176873,3898.270133737002,4118.6267811575635,2371.277273620122,3362.2905701438413,3056.170732306202,2556.1901188884035,4118.626715312538,3961.150783336919,3032.754645723604,2379.8407664904903,2333.2464582022603,3264.2770195824146,2629.1365694160404,2333.240815793662,4118.626669327329,2623.518309377747,4001.5280124258943,4106.52421928008,2333.2408403420095,3711.253625479437,2574.209549292027,4089.6295860700534,3616.3409304295105,3816.3006118004064,3995.296350271219,4118.626787872962,4118.6188768411685,4026.6324135975756,3213.378197873462,4118.626818330519,2349.9009326245487,3072.0384174632754,2713.3631414095876,2667.081652994652,4053.158121068638,2607.1191622529586,3772.3345486902867,4102.462714656844,3942.671227628506,4118.626793690861,4118.626742618308,3183.715196464985,3571.5888787430877,4095.54614464074
memory_ram_gb,2.9999999999999627,3.999999999999999,3.999999999999999,3.0,3.999999999999999,3.999999999999999,3.999999999999999,3.999999999999999,3.0,4.000000000000002,2.9999999999999876,3.0000000000000826,3.0,3.999999999999999,2.9999999999804894,3.9999999999995968,3.9999999999999982,4.000000000000069,3.0,3.999999999999999,3.0000000000000346,2.9999999999999627,3.999999999999999,3.0,3.000000000000001,3.9999999999999982,3.999999999999999,3.9999999999999893,1.9999999999999036,3.9999999999999876,3.999999999999785,3.999999999999999,3.999999999999999,4.0000000000000036,4.000000000000017,4.0000000000000036,3.999999999999999,3.0,3.999999999999999,4.000000000000048,3.999999999999999,3.999999999999999,2.00000000000001,3.999999999999999,3.999999999999999,3.999999999999999,3.0,3.999999999999999,4.0000000000000036,3.999999999999999,4.000000000000001,2.0000000000000004,2.999999999999999,4.000000000000001,3.999999999999999,3.999999999999999,3.9999999999999982,3.999999999999999,2.0000000000000004,3.999999999999999,3.999999999999992,3.9999999999999973,3.0000000000000027,3.999999999999999,3.999999999999999,3.999999999999999,3.999999999999999,3.0,3.999999999999096,3.0,3.999999999999999,3.999999999999999,2.0000000000000004,3.0,3.999999999999999,3.999999999999999,3.999999999999999,1.9999999999999738,3.999999999999999,3.999999999999721,2.999999999999999,2.000000000000001,4.000000000000001,3.9999999999999565,3.999999999999999,3.999999999999999,3.999999999999999,3.999999999999999,3.9999999999999982,3.999999999999984
memory_rom_gb,63.999999999999986,63.999999999999986,63.999999999999986,63.99999999999929,32.0,63.999999999999986,63.999999999999986,32.0,16.0,16.000000000000018,63.99999999999963,64.00000000000189,64.00000000000004,32.0,63.99999999963286,31.999999999995865,63.99999999999993,16.000000000000657,63.999999999999986,63.999999999999986,64.00000000000004,63.99999999999888,63.999999999999986,32.0,63.999999999999986,63.999999999999986,63.999999999999986,31.99999999999519,63.999999999999986,63.999999999999986,15.999999999998689,63.999999999999986,64.00000000001286,64.00000000000004,64.00000000000114,63.999999999999986,63.999999999999986,32.0,63.999999999999986,63.999999999999986,63.999999999999986,32.0,32.00000000000019,63.999999999999986,63.999999999999986,63.999999999999986,16.0,63.999999999999986,63.999999999999986,31.99999999999946,64.00000000000004,63.99999999999825,63.999999999999986,64.00000000000004,63.999999999999986,63.999999999999986,63.999999999999986,63.999999999999986,63.999999999999986,16.0,63.999999999999744,63.999999999999986,15.999999999999993,63.999999999999986,63.999999999999986,16.0,63.999999999999986,32.0,63.99999999999213,31.999999999999943,64.00000000000004,63.999999999999986,63.999999999999986,63.999999999994955,64.00000000000004,63.999999999999986,63.999999999999986,31.99999999999946,64.00000000000004,63.99999999999865,63.999999999999986,64.00000000000004,32.0,63.99999999999888,64.00000000000085,63.999999999999986,63.999999999999986,63.999999999999986,16.0,63.99999999999993
main_camera_resolution,17.0,16.0,16.0,17.0,14.0,14.0,12.0,16.0,13.0,16.0,13.0,17.0,16.0,16.0,17.0,13.0,16.0,13.0,12.0,12.0,14.0,17.0,12.0,12.0,12.0,16.0,16.0,16.0,15.0,14.0,13.0,13.0,14.0,12.0,17.0,16.0,16.0,17.0,12.0,16.0,16.0,16.0,16.0,12.0,16.0,13.0,16.0,12.0,16.0,13.0,14.0,16.0,16.0,12.0,16.0,16.0,16.0,16.0,12.0,12.0,16.0,16.0,15.0,12.0,16.0,16.0,16.0,16.0,17.0,14.0,16.0,12.0,16.0,17.0,16.0,12.0,17.0,16.0,16.0,13.0,16.0,16.0,16.0,12.0,12.0,12.0,14.0,16.0,13.0,17.0
selfie_camera_resolution,6.0,4.0,13.0,6.0,13.0,14.0,11.0,4.0,12.0,7.0,4.0,13.0,4.0,13.0,11.0,7.0,13.0,4.0,12.0,4.0,5.0,6.0,14.0,13.0,8.0,6.0,13.0,8.0,14.0,7.0,5.0,11.0,4.0,13.0,4.0,13.0,4.0,5.0,7.0,13.0,13.0,12.0,4.0,4.0,13.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,13.0,7.0,4.0,13.0,4.0,4.0,9.0,13.0,10.0,13.0,6.0,13.0,9.0,4.0,13.0,5.0,13.0,6.0,13.0,5.0,5.0,7.0,5.0,5.0,4.0,6.0,13.0,5.0,4.0,5.0,5.0,13.0,4.0,13.0,4.0,13.0
display_resolution,HD,HD,HD,HD,HD,HD,HD,HD,qHD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,qHD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,qHD,HD,HD,HD,HD,HD,qHD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,qHD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD,HD
network_technology,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,3G,4G,4G,4G,4G,4G,4G,3G,4G,3G,4G,4G,4G,3G,4G,4G,4G,4G,4G,4G,4G,4G,3G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,4G,3G,4G,3G,4G,4G,4G,3G,4G,4G,4G,3G,4G,4G,4G,3G,4G,4G,4G,4G,4G,4G,4G,4G,3G,4G,4G,4G,4G,4G,4G,4G,4G,4G,3G,3G,4G
num_main_camera,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
has_oled_display,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
has_memory_card_slot,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
has_stereo_speakers,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
has_3.5mm_jack,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
has_wlan_5ghz,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
has_nfc,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
