misc_price,display_size,battery,memory_ram_gb,memory_rom_gb,main_camera_resolution,selfie_camera_resolution,has_oled_display,has_memory_card_slot,has_stereo_speakers,has_3.5mm_jack,has_wlan_5ghz,has_nfc,has_wireless_charging,is_waterproof,network_technology,num_main_camera,num_selfie_camera,display_resolution
2.0,1.671445210398129,1.4997728445548402,0.8024353885915267,1.5456586878738392,2.4632557358042213,3.151629799200047,1,1,0,0,1,1,0,0,1.0,2.0,0.0,3.0
0.0,-0.10151605984538241,-0.7285234385995699,-0.4009320741049301,-0.5684162561037871,-0.2186091221145021,-0.0515964046479207,1,1,0,1,0,0,0,0,1.0,0.0,0.0,1.0
1.0,1.4202756971136317,2.0682157739309655,0.2007516572432983,1.5456586878738392,0.011265008564245619,1.0161456633014019,0,1,0,1,1,0,0,0,1.0,2.0,0.0,2.0
0.0,-0.8402499224468454,-0.04639192334821986,-0.7017739397790443,-0.7194216092450461,-0.6017326732457483,-0.45199968012891667,0,1,0,1,0,0,0,0,1.0,0.0,0.0,1.0
2.0,-0.5447563774062599,-0.7057857214245249,0.2007516572432983,-0.266405549821269,0.3943885596954918,-0.45199968012891667,1,0,0,1,1,1,0,0,1.0,0.0,0.0,2.0
1.0,0.6372178027560806,-0.4329331153239849,-0.7017739397790443,-0.5684162561037871,-0.6017326732457483,-0.8390561797605461,0,1,0,1,1,1,0,0,1.0,0.0,0.0,1.0
1.0,1.0213594113088411,0.9313299151787152,-0.1000902084308159,-0.266405549821269,-0.2186091221145021,1.0161456633014019,0,1,0,1,0,0,0,0,1.0,1.0,0.0,1.0
0.0,-0.8402499224468454,-1.115064630575335,-0.4009320741049301,-0.5684162561037871,-0.2186091221145021,-0.45199968012891667,0,1,0,1,0,1,0,0,1.0,0.0,0.0,1.0
0.0,-0.5447563774062599,-0.20555594357353488,-0.4009320741049301,-0.5684162561037871,-0.2186091221145021,-0.0515964046479207,0,1,0,1,0,0,0,0,1.0,0.0,0.0,2.0
0.0,-1.283490240007723,-1.115064630575335,-0.7017739397790443,-0.7194216092450461,-0.7013447965398724,-0.45199968012891667,1,1,0,1,0,1,0,0,0.0,0.0,0.0,1.0
0.0,-0.8402499224468454,-0.7739988729496599,-0.4009320741049301,-0.266405549821269,-0.6017326732457483,-0.8390561797605461,1,0,0,1,1,1,1,0,1.0,0.0,0.0,2.0
2.0,0.19397748519520305,0.9313299151787152,0.2007516572432983,0.3376158627437671,0.011265008564245619,1.0161456633014019,1,1,0,1,0,0,0,0,1.0,0.0,0.0,2.0
0.0,0.19397748519520305,0.13550981405214016,0.2007516572432983,-0.266405549821269,-0.2186091221145021,-0.0515964046479207,0,1,0,1,1,0,0,0,1.0,1.0,0.0,1.0
0.0,0.6224431255040517,0.9313299151787152,0.2007516572432983,0.3376158627437671,-0.2952338323407513,1.5500166972760632,0,1,0,1,1,0,0,0,1.0,1.0,0.0,2.0
1.0,-0.6925031499265534,0.9313299151787152,0.2007516572432983,-0.266405549821269,-0.2952338323407513,-0.45199968012891667,1,1,0,1,1,1,1,1,1.0,0.0,0.0,3.0
1.0,-0.6925031499265534,-0.8876874588248849,-0.4009320741049301,-0.5684162561037871,-0.6017326732457483,-0.8524029556099126,0,0,0,1,1,1,0,0,0.0,0.0,0.0,2.0
2.0,1.4793744061217489,1.0450185010539401,1.404119119939755,1.5456586878738392,1.8502580539942273,3.151629799200047,0,0,0,0,1,1,1,0,2.0,2.0,1.0,3.0
2.0,1.5089237606258068,0.9313299151787152,0.8024353885915267,1.5456586878738392,-0.2952338323407513,-0.0515964046479207,1,0,0,1,1,0,0,0,1.0,1.0,0.0,2.0
1.0,0.48947103023578853,0.18098524840223015,0.2007516572432983,0.3376158627437671,0.011265008564245619,0.6157423878204059,0,1,0,1,0,0,0,0,1.0,1.0,1.0,2.0
0.0,0.19397748519520305,-0.09186735769830986,0.2007516572432983,0.3376158627437671,-0.2952338323407513,-0.45199968012891667,0,1,0,1,1,0,0,0,1.0,1.0,0.0,1.0
1.0,-0.8402499224468454,-0.8876874588248849,-0.4009320741049301,-0.5684162561037871,-0.2186091221145021,-0.45199968012891667,0,1,0,1,0,0,0,0,1.0,0.0,0.0,2.0
1.0,-0.39700960488596787,-0.7739988729496599,-0.7017739397790443,-0.5684162561037871,-0.6017326732457483,-0.8524029556099126,1,1,0,1,1,1,0,0,1.0,0.0,0.0,1.0
1.0,0.12010409893505702,-0.20555594357353488,0.2007516572432983,0.3376158627437671,-0.2186091221145021,0.6157423878204059,0,1,0,1,0,0,0,0,1.0,1.0,1.0,2.0
1.0,1.4793744061217489,1.1132316525790753,0.8024353885915267,0.3376158627437671,2.4632557358042213,1.0161456633014019,1,0,0,1,1,1,0,0,2.0,3.0,0.0,3.0
1.0,-1.5051103987881624,-1.0013760447001099,-0.4009320741049301,-0.7194216092450461,-0.21094665109187719,-1.0792981450491437,0,1,0,1,1,1,0,1,1.0,0.0,0.0,1.0
1.0,0.9327113477966661,1.1928136626917327,-0.1000902084308159,-0.266405549821269,-0.2186091221145021,-0.0515964046479207,0,1,0,1,0,0,0,0,1.0,1.0,0.0,1.0
0.0,-0.8402499224468454,-1.115064630575335,-0.7017739397790443,-0.7194216092450461,-0.6017326732457483,-0.8524029556099126,0,1,0,1,0,0,0,0,1.0,0.0,0.0,1.0
1.0,1.4793744061217489,1.1587070869291651,0.8024353885915267,1.5456586878738392,2.4632557358042213,1.0161456633014019,0,0,0,0,1,1,0,0,2.0,3.0,1.0,3.0
1.0,-1.874477330088894,-1.4220238124384423,-0.7017739397790443,-0.7949242858156755,-0.8316068039244959,-1.0792981450491437,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0
2.0,1.4793744061217489,1.0450185010539401,1.404119119939755,1.5456586878738392,1.8502580539942273,3.151629799200047,0,0,0,1,1,1,0,0,1.0,2.0,1.0,3.0
0.0,-2.3177176476497716,-1.4220238124384423,-0.7017739397790443,-0.5684162561037871,-0.8316068039244959,-1.0792981450491437,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0
1.0,-1.283490240007723,-0.7739988729496599,2.607486582636212,-0.5684162561037871,-0.6017326732457483,-0.9458303865554785,1,1,0,1,1,1,0,1,1.0,0.0,0.0,1.0
2.0,0.7849645752763726,0.36288698580259016,0.8024353885915267,1.5456586878738392,-0.2952338323407513,-0.0515964046479207,1,1,0,1,1,1,1,1,1.0,1.0,1.0,3.0
0.0,-0.10151605984538241,-0.41019539814893985,-0.7017739397790443,-0.7194216092450461,-0.2186091221145021,-0.45199968012891667,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
1.0,-0.8402499224468454,-1.342441802325785,-0.4009320741049301,-0.5684162561037871,0.011265008564245619,-0.0515964046479207,0,1,0,1,0,0,0,0,0.0,0.0,0.0,2.0
2.0,-0.10151605984538241,-0.023654206173174857,0.2007516572432983,0.3376158627437671,0.011265008564245619,1.5500166972760632,0,0,0,1,1,0,0,0,1.0,0.0,1.0,2.0
0.0,-0.10151605984538241,-0.20555594357353488,-0.1000902084308159,-0.266405549821269,-0.2186091221145021,-0.0515964046479207,0,1,0,1,1,0,0,0,1.0,0.0,0.0,2.0
0.0,-0.4708829911461139,-0.6603102870744348,-0.7017739397790443,-0.7194216092450461,-0.6017326732457483,-0.8657497314592791,0,1,0,1,1,0,0,0,1.0,0.0,0.0,1.0
1.0,-1.283490240007723,-1.115064630575335,-0.4009320741049301,-0.5684162561037871,-0.4484832527932498,-0.8524029556099126,1,0,0,1,1,1,0,0,1.0,0.0,0.0,1.0
1.0,-0.5447563774062599,0.8176413293034902,-0.1000902084308159,-0.266405549821269,0.3943885596954918,-0.8524029556099126,1,0,0,1,1,1,1,1,1.0,0.0,0.0,3.0
0.0,-0.8402499224468454,-0.4329331153239849,-0.4009320741049301,-0.5684162561037871,-0.6017326732457483,-0.45199968012891667,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0
0.0,-1.5789837850483084,-1.68350755995146,-0.7017739397790443,-0.7949242858156755,-0.6017326732457483,-0.8524029556099126,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
1.0,0.9770353795527542,0.24919839992736514,0.2007516572432983,0.3376158627437671,0.011265008564245619,2.2173554897443895,0,1,0,1,1,0,0,0,1.0,0.0,0.0,2.0
1.0,1.0213594113088411,0.9313299151787152,0.2007516572432983,0.3376158627437671,-0.2952338323407513,1.5500166972760632,0,1,0,1,1,0,0,0,1.0,1.0,1.0,2.0
0.0,0.6372178027560806,0.24919839992736514,-0.4009320741049301,-0.266405549821269,-0.2186091221145021,-0.45199968012891667,0,1,0,1,1,0,0,0,1.0,0.0,0.0,2.0
2.0,1.597571824137983,1.4997728445548402,1.404119119939755,1.5456586878738392,3.689251099424209,-0.0515964046479207,1,0,1,1,1,1,0,0,2.0,2.0,0.0,2.0
1.0,-0.8402499224468454,-0.5466217011992098,-0.1000902084308159,-0.266405549821269,0.5476379801479903,0.6157423878204059,0,1,1,1,1,1,0,1,1.0,0.0,0.0,2.0
1.0,0.6372178027560806,-0.2851379536861924,-0.4009320741049301,-0.5684162561037871,-0.2186091221145021,0.6157423878204059,0,1,0,1,1,1,0,0,1.0,0.0,0.0,2.0
0.0,-0.10151605984538241,-0.7739988729496599,-0.7017739397790443,-0.7949242858156755,-0.6017326732457483,-0.8524029556099126,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0
2.0,0.19397748519520305,-0.14871165063592237,-0.1000902084308159,-0.266405549821269,0.3943885596954918,-0.45199968012891667,1,1,0,1,1,1,0,0,1.0,0.0,0.0,2.0
0.0,-1.283490240007723,-1.1719089235129474,-0.7017739397790443,-0.5684162561037871,-0.6017326732457483,-0.9458303865554785,0,1,0,1,1,1,0,0,1.0,0.0,0.0,1.0
1.0,-0.10151605984538241,-0.20555594357353488,0.2007516572432983,0.3376158627437671,-0.2186091221145021,0.6157423878204059,0,1,0,1,0,0,0,0,1.0,1.0,0.0,2.0
