misc_price,launch_announced,display_size,has_oled_display,has_memory_card_slot,has_stereo_speakers,has_3.5mm_jack,has_wlan_5ghz,has_nfc,network_technology,battery,has_wireless_charging,is_waterproof,display_width,display_height,memory_rom_gb,memory_ram_gb,main_camera_resolution,num_main_camera,selfie_camera_resolution,num_selfie_camera
0,2019.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,720.0,1440.0,32.0,2.0,13.0,1.0,8.0,1.0
0,2019.0,5.5,0,1,0,1,0,0,4G,2500.0,0,0,720.0,1280.0,16.0,1.0,8.0,1.0,5.0,1.0
0,2019.0,6.2,0,1,0,1,0,0,4G,4230.0,0,0,720.0,1520.0,32.0,3.0,13.0,2.0,13.0,1.0
0,2019.0,6.22,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1520.0,64.0,4.0,13.0,2.0,16.0,1.0
0,2019.0,5.71,0,1,0,1,0,0,4G,3020.0,0,0,720.0,1520.0,32.0,2.0,13.0,1.0,5.0,1.0
0,2019.0,6.22,0,1,0,1,0,0,4G,4030.0,0,0,720.0,1520.0,16.0,2.0,8.0,1.0,5.0,1.0
0,2019.0,6.0,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2160.0,32.0,3.0,16.0,2.0,8.0,1.0
0,2019.0,6.09,0,1,0,1,0,0,4G,3200.0,0,0,720.0,1560.0,32.0,3.0,16.0,1.0,5.0,1.0
0,2019.0,5.45,0,1,0,1,0,0,4G,4000.0,0,1,720.0,1440.0,16.0,2.0,13.0,1.0,5.0,1.0
0,2019.0,5.71,0,1,0,1,0,1,4G,3020.0,0,0,720.0,1520.0,16.0,2.0,13.0,1.0,5.0,1.0
0,2019.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,720.0,1440.0,32.0,2.0,13.0,1.0,5.0,1.0
0,2019.0,5.83,0,1,0,1,1,0,4G,3000.0,0,0,720.0,1560.0,32.0,2.0,8.0,1.0,5.0,1.0
0,2019.0,5.45,0,1,0,1,0,0,4G,2000.0,0,0,720.0,1440.0,16.0,2.0,8.0,2.0,8.0,1.0
0,2019.0,6.0,0,1,0,1,0,0,4G,3000.0,0,0,720.0,1440.0,32.0,2.0,13.0,1.0,8.0,1.0
0,2019.0,6.22,0,1,0,1,0,0,4G,4230.0,0,0,720.0,1520.0,64.0,4.0,13.0,1.0,13.0,1.0
0,2019.0,6.6,0,1,0,1,1,0,4G,4000.0,0,0,720.0,1600.0,32.0,3.0,16.0,3.0,16.0,1.0
0,2019.0,6.09,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1560.0,16.0,2.0,13.0,2.0,5.0,1.0
0,2019.0,7.0,0,1,0,1,0,0,4G,3590.0,0,0,600.0,1024.0,8.0,1.0,2.0,1.0,2.0,1.0
0,2019.0,6.1,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1560.0,32.0,2.0,8.0,1.0,5.0,1.0
0,2019.0,6.1,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1560.0,32.0,2.0,13.0,2.0,5.0,1.0
0,2019.0,6.22,0,1,0,1,0,0,4G,4030.0,0,0,720.0,1520.0,16.0,2.0,13.0,1.0,5.0,1.0
0,2019.0,5.7,0,1,0,1,0,0,4G,2700.0,0,0,720.0,1520.0,16.0,2.0,8.0,2.0,5.0,1.0
0,2019.0,5.71,0,1,0,1,0,0,4G,2800.0,0,0,720.0,1520.0,32.0,3.0,8.0,2.0,5.0,1.0
0,2019.0,6.09,0,1,0,1,0,0,4G,3020.0,0,0,720.0,1560.0,32.0,3.0,13.0,1.0,8.0,1.0
0,2019.0,6.22,0,1,0,1,0,0,4G,3400.0,0,0,720.0,1520.0,32.0,3.0,13.0,2.0,5.0,1.0
0,2019.0,6.22,0,1,0,1,0,0,4G,4030.0,0,0,720.0,1520.0,16.0,2.0,13.0,1.0,8.0,1.0
0,2019.0,6.2,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1520.0,32.0,2.0,13.0,1.0,5.0,1.0
0,2019.0,6.1,0,1,0,1,0,0,4G,3000.0,0,1,720.0,1560.0,32.0,2.0,13.0,2.0,8.0,1.0
0,2019.0,6.22,0,1,0,1,0,0,4G,5000.0,0,1,720.0,1520.0,32.0,2.0,12.0,1.0,8.0,1.0
0,2019.0,6.19,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1512.0,32.0,3.0,13.0,2.0,8.0,1.0
0,2019.0,5.45,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1440.0,16.0,2.0,8.0,1.0,8.0,1.0
0,2019.0,6.35,1,1,0,1,1,0,4G,3500.0,0,0,720.0,1600.0,64.0,6.0,16.0,3.0,32.0,1.0
0,2019.0,6.26,0,1,0,1,0,0,4G,4000.0,0,1,720.0,1520.0,32.0,3.0,12.0,2.0,32.0,1.0
0,2019.0,5.5,0,1,0,1,0,0,4G,4000.0,0,0,1080.0,1920.0,64.0,4.0,13.0,1.0,8.0,1.0
0,2019.0,6.22,0,1,0,1,0,0,4G,5000.0,0,1,720.0,1520.0,32.0,3.0,12.0,1.0,8.0,1.0
0,2019.0,5.5,0,1,0,1,0,0,4G,0.0,0,0,720.0,1440.0,16.0,2.0,13.0,2.0,5.0,1.0
0,2019.0,6.2,0,1,0,1,0,0,4G,3400.0,0,0,720.0,1520.0,32.0,2.0,13.0,1.0,5.0,1.0
0,2019.0,6.35,0,1,0,1,0,0,4G,5000.0,0,0,720.0,1544.0,32.0,3.0,13.0,3.0,8.0,1.0
0,2019.0,6.2,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1520.0,32.0,2.0,13.0,2.0,13.0,2.0
0,2019.0,6.26,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1520.0,32.0,3.0,12.0,3.0,16.0,1.0
0,2019.0,6.35,0,1,0,1,0,0,4G,5000.0,0,0,720.0,1544.0,64.0,3.0,13.0,3.0,8.0,1.0
0,2019.0,6.49,0,1,0,1,0,0,4G,5000.0,0,0,720.0,1560.0,128.0,4.0,16.0,2.0,8.0,1.0
0,2019.0,6.26,0,1,0,1,0,0,4G,3000.0,0,0,720.0,1520.0,64.0,4.0,8.0,2.0,5.0,1.0
0,2019.0,6.26,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1520.0,32.0,3.0,13.0,1.0,5.0,1.0
0,2019.0,6.26,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1520.0,64.0,4.0,12.0,1.0,8.0,1.0
0,2019.0,6.2,0,1,0,1,0,0,4G,3000.0,0,0,720.0,1500.0,16.0,2.0,13.0,2.0,8.0,1.0
0,2019.0,5.7,0,1,0,1,0,0,4G,3000.0,0,0,720.0,1520.0,16.0,2.0,13.0,2.0,5.0,1.0
0,2019.0,5.45,0,1,0,1,0,1,4G,3000.0,0,0,720.0,1440.0,16.0,2.0,8.0,1.0,5.0,1.0
0,2019.0,6.35,0,1,0,1,1,0,4G,5000.0,0,0,720.0,1544.0,64.0,4.0,13.0,3.0,8.0,1.0
0,2019.0,6.3,0,1,0,1,1,0,4G,4000.0,0,1,1080.0,2340.0,32.0,3.0,48.0,2.0,13.0,1.0
0,2019.0,6.3,0,1,0,1,1,1,4G,4000.0,0,0,1080.0,2340.0,32.0,3.0,48.0,4.0,13.0,1.0
0,2019.0,6.2,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1520.0,32.0,2.0,13.0,3.0,8.0,1.0
0,2019.0,6.3,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,32.0,3.0,48.0,4.0,13.0,1.0
0,2019.0,6.2,0,1,0,1,1,0,4G,3300.0,0,0,720.0,1520.0,32.0,3.0,12.0,3.0,8.0,1.0
0,2019.0,6.39,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1560.0,64.0,4.0,48.0,2.0,8.0,1.0
0,2019.0,6.5,0,1,0,1,1,0,4G,4230.0,0,0,720.0,1600.0,128.0,4.0,12.0,3.0,8.0,1.0
0,2019.0,5.67,0,1,0,1,0,0,4G,2920.0,0,0,720.0,1500.0,16.0,2.0,13.0,1.0,8.0,1.0
0,2019.0,6.52,0,1,0,1,0,1,4G,4000.0,0,0,720.0,1600.0,64.0,4.0,16.0,3.0,8.0,1.0
0,2019.0,6.85,0,1,0,1,0,0,4G,5000.0,0,0,640.0,1352.0,32.0,3.0,8.0,2.0,5.0,1.0
0,2019.0,6.09,0,1,0,1,0,0,4G,3020.0,0,0,720.0,1560.0,32.0,2.0,13.0,1.0,8.0,1.0
0,2019.0,6.26,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1520.0,32.0,3.0,13.0,2.0,8.0,1.0
0,2019.0,5.7,0,1,0,1,0,0,4G,3000.0,0,1,720.0,1512.0,32.0,2.0,13.0,1.0,8.0,1.0
0,2019.0,5.71,0,1,0,1,0,1,4G,3000.0,0,0,720.0,1520.0,32.0,3.0,13.0,2.0,8.0,1.0
0,2019.0,6.3,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,64.0,4.0,48.0,2.0,13.0,1.0
1,2019.0,6.2,0,1,0,1,0,0,4G,4000.0,0,1,720.0,1520.0,64.0,4.0,13.0,3.0,8.0,1.0
1,2019.0,6.5,0,1,1,1,1,1,4G,5000.0,0,0,720.0,1600.0,64.0,3.0,12.0,4.0,8.0,1.0
1,2019.0,6.3,0,1,0,1,1,1,4G,4050.0,0,0,1080.0,2340.0,64.0,4.0,16.0,3.0,16.0,1.0
1,2019.0,6.1,0,1,0,1,1,1,4G,3500.0,0,0,720.0,1520.0,32.0,2.0,13.0,2.0,13.0,1.0
1,2019.0,6.26,0,1,0,1,1,0,4G,3260.0,0,0,1080.0,2280.0,64.0,4.0,13.0,2.0,16.0,1.0
1,2019.0,6.3,0,1,0,1,1,1,4G,3200.0,0,0,1080.0,2280.0,64.0,3.0,16.0,2.0,16.0,1.0
1,2019.0,6.36,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2160.0,32.0,3.0,16.0,2.0,13.0,1.0
1,2019.0,6.3,0,1,0,1,1,1,4G,3500.0,0,1,1080.0,2520.0,128.0,4.0,12.0,3.0,12.0,1.0
1,2019.0,6.39,1,1,0,1,1,0,4G,3500.0,0,0,1080.0,2340.0,128.0,6.0,16.0,3.0,32.0,1.0
1,2019.0,6.3,0,1,0,1,1,1,4G,3500.0,0,0,1080.0,2280.0,32.0,3.0,16.0,3.0,8.0,1.0
1,2019.0,6.2,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1520.0,32.0,2.0,13.0,2.0,8.0,1.0
1,2019.0,6.3,0,1,0,1,1,0,4G,4050.0,0,0,1080.0,2340.0,64.0,4.0,16.0,3.0,16.0,1.0
1,2019.0,6.01,1,1,0,1,1,0,4G,4030.0,0,0,720.0,1560.0,64.0,4.0,48.0,3.0,32.0,1.0
1,2019.0,6.7,0,1,1,1,1,0,4G,4000.0,0,0,720.0,1440.0,32.0,3.0,16.0,2.0,8.0,1.0
1,2019.0,6.59,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,64.0,4.0,16.0,3.0,16.0,1.0
1,2019.0,6.3,0,1,0,0,1,1,4G,3500.0,0,0,1080.0,2340.0,64.0,4.0,32.0,3.0,16.0,1.0
1,2019.0,6.52,0,1,0,1,1,0,4G,5000.0,0,0,720.0,1600.0,32.0,2.0,13.0,3.0,8.0,1.0
1,2019.0,6.21,0,1,0,1,0,1,4G,3400.0,0,0,1080.0,2340.0,128.0,4.0,24.0,3.0,32.0,1.0
1,2019.0,6.59,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,64.0,4.0,48.0,2.0,16.0,1.0
1,2019.0,6.2,0,1,0,1,1,1,4G,3850.0,0,0,720.0,1520.0,32.0,3.0,13.0,3.0,16.0,1.0
1,2019.0,6.5,0,0,0,1,0,0,4G,4000.0,0,0,720.0,1600.0,32.0,2.0,13.0,3.0,8.0,1.0
1,2019.0,5.9,0,1,0,1,0,0,4G,3400.0,0,0,720.0,1560.0,32.0,3.0,13.0,2.0,8.0,1.0
1,2019.0,6.26,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1520.0,64.0,3.0,12.0,3.0,8.0,1.0
1,2019.0,6.26,0,1,0,1,0,1,4G,4000.0,0,0,720.0,1520.0,32.0,3.0,13.0,2.0,16.0,1.0
1,2019.0,6.59,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,128.0,4.0,48.0,3.0,16.0,1.0
1,2019.0,6.22,0,1,0,1,0,0,4G,4050.0,0,0,720.0,1520.0,64.0,4.0,13.0,3.0,16.0,1.0
1,2019.0,6.35,0,1,0,1,1,0,4G,5000.0,0,0,720.0,1544.0,128.0,4.0,13.0,3.0,16.0,1.0
1,2019.0,6.22,0,1,0,1,1,0,4G,3300.0,0,0,720.0,1520.0,64.0,4.0,12.0,3.0,8.0,1.0
1,2019.0,6.3,0,1,0,1,1,0,4G,4000.0,0,0,720.0,1520.0,64.0,4.0,13.0,2.0,13.0,1.0
1,2019.0,6.38,1,1,0,1,1,0,4G,4500.0,0,0,1080.0,2340.0,128.0,8.0,48.0,4.0,32.0,1.0
1,2019.0,6.59,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,64.0,4.0,48.0,3.0,16.0,1.0
1,2019.0,6.26,0,0,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,64.0,6.0,48.0,4.0,32.0,1.0
1,2019.0,6.3,1,0,0,1,1,0,4G,4000.0,0,0,1080.0,2400.0,64.0,6.0,48.0,3.0,16.0,1.0
1,2019.0,6.5,0,1,0,1,1,1,4G,4000.0,0,0,720.0,1520.0,32.0,3.0,13.0,3.0,13.0,1.0
1,2019.0,6.2,0,1,0,1,1,0,4G,3500.0,0,0,1080.0,2160.0,32.0,3.0,13.0,1.0,5.0,1.0
1,2019.0,6.09,0,1,0,1,0,0,4G,3020.0,0,0,720.0,1560.0,64.0,3.0,13.0,1.0,8.0,1.0
1,2019.0,6.21,0,1,0,1,1,0,4G,3400.0,0,0,1080.0,2340.0,64.0,4.0,24.0,3.0,8.0,1.0
1,2019.0,6.26,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1520.0,32.0,3.0,13.0,2.0,16.0,1.0
1,2019.0,6.2,0,0,0,1,1,0,4G,4000.0,0,0,1080.0,2244.0,64.0,6.0,48.0,2.0,20.0,1.0
1,2019.0,6.2,0,1,0,1,0,1,4G,4230.0,0,0,720.0,1520.0,64.0,4.0,13.0,2.0,16.0,1.0
1,2019.0,6.4,1,1,0,1,0,1,4G,4000.0,0,0,720.0,1560.0,32.0,3.0,13.0,2.0,8.0,1.0
1,2019.0,5.7,0,1,0,1,1,1,4G,3300.0,0,0,720.0,1440.0,32.0,3.0,13.0,2.0,8.0,1.0
1,2019.0,6.22,0,1,0,1,0,0,4G,4030.0,0,0,720.0,1520.0,64.0,3.0,13.0,2.0,8.0,1.0
1,2019.0,6.3,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,128.0,6.0,48.0,2.0,13.0,1.0
1,2019.0,6.38,1,0,0,1,1,0,4G,4500.0,0,0,1080.0,2340.0,64.0,6.0,48.0,3.0,32.0,1.0
1,2019.0,6.53,0,1,0,1,1,1,4G,4500.0,0,0,1080.0,2340.0,64.0,6.0,64.0,4.0,20.0,1.0
1,2019.0,5.9,0,1,0,1,1,0,4G,3090.0,0,0,1080.0,2160.0,64.0,4.0,13.0,2.0,8.0,1.0
1,2019.0,6.21,0,1,0,1,1,0,4G,3400.0,0,0,1080.0,2340.0,256.0,6.0,24.0,2.0,32.0,1.0
1,2019.0,6.2,0,1,0,1,0,1,4G,5000.0,0,1,720.0,1570.0,64.0,4.0,12.0,1.0,8.0,1.0
1,2019.0,6.26,0,1,0,1,0,0,4G,3260.0,0,0,1080.0,2280.0,64.0,4.0,16.0,2.0,16.0,1.0
1,2019.0,6.4,1,1,0,1,1,1,4G,4000.0,0,0,720.0,1560.0,32.0,3.0,25.0,3.0,16.0,1.0
1,2019.0,6.3,0,1,0,1,1,0,4G,4035.0,0,0,1080.0,2340.0,64.0,4.0,48.0,4.0,16.0,1.0
1,2019.0,6.4,1,1,0,1,0,0,4G,4000.0,0,0,720.0,1560.0,32.0,3.0,13.0,2.0,8.0,1.0
1,2019.0,5.7,0,1,0,1,0,0,4G,3000.0,0,1,720.0,1520.0,32.0,3.0,13.0,1.0,8.0,1.0
1,2019.0,6.4,1,1,0,1,1,0,4G,3500.0,1,0,1080.0,2340.0,128.0,4.0,16.0,2.0,13.0,1.0
1,2019.0,6.5,0,1,0,1,0,0,4G,4000.0,0,0,720.0,1560.0,32.0,3.0,13.0,3.0,8.0,1.0
1,2019.0,6.3,1,1,0,1,1,0,4G,4000.0,0,0,1080.0,2400.0,64.0,4.0,48.0,3.0,16.0,1.0
1,2019.0,5.7,0,0,0,1,1,0,4G,3075.0,0,0,720.0,1440.0,64.0,4.0,13.0,1.0,13.0,1.0
1,2019.0,6.2,1,0,0,1,1,0,4G,4000.0,0,0,1080.0,2232.0,64.0,6.0,48.0,3.0,16.0,1.0
1,2019.0,6.3,0,1,0,1,0,0,4G,5000.0,0,0,1080.0,2340.0,64.0,4.0,13.0,2.0,8.0,1.0
2,2019.0,6.5,0,1,0,1,1,0,4G,5000.0,0,0,720.0,1600.0,64.0,4.0,48.0,4.0,13.0,1.0
2,2019.0,6.3,0,1,0,1,1,0,4G,4045.0,0,0,1080.0,2340.0,64.0,4.0,16.0,2.0,25.0,1.0
2,2019.0,6.3,0,1,1,1,1,1,4G,4000.0,0,1,1080.0,2280.0,64.0,4.0,48.0,3.0,25.0,1.0
2,2019.0,6.09,1,1,0,1,1,0,4G,4030.0,0,0,720.0,1560.0,64.0,4.0,48.0,3.0,32.0,1.0
2,2019.0,6.3,0,1,0,1,1,1,4G,3500.0,0,0,1080.0,2280.0,64.0,4.0,48.0,3.0,20.0,1.0
2,2019.0,6.53,0,1,0,1,1,0,4G,5000.0,0,0,1080.0,2340.0,128.0,8.0,16.0,3.0,16.0,1.0
2,2019.0,6.35,0,1,0,1,0,0,4G,5000.0,0,0,720.0,1544.0,128.0,4.0,13.0,3.0,20.0,1.0
2,2019.0,6.59,0,1,0,1,0,0,4G,4000.0,0,0,1080.0,2340.0,128.0,6.0,48.0,3.0,16.0,1.0
2,2019.0,6.26,0,0,0,0,1,0,4G,3750.0,0,0,1080.0,2340.0,128.0,6.0,48.0,3.0,32.0,1.0
2,2019.0,6.39,1,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,64.0,6.0,24.0,3.0,16.0,1.0
2,2019.0,6.5,1,0,1,1,1,0,4G,4500.0,0,0,1080.0,2232.0,128.0,6.0,12.0,3.0,16.0,1.0
2,2019.0,6.38,1,0,0,1,1,0,4G,4500.0,0,0,1080.0,2340.0,64.0,6.0,12.0,3.0,12.0,1.0
2,2019.0,6.3,0,1,0,1,1,1,4G,4000.0,0,0,1080.0,2340.0,128.0,6.0,12.0,3.0,16.0,1.0
2,2019.0,6.95,0,1,1,1,1,0,4G,5180.0,0,0,1080.0,2160.0,64.0,3.0,13.0,1.0,5.0,1.0
2,2019.0,6.2,0,1,0,1,1,1,4G,3000.0,0,1,1080.0,2270.0,64.0,4.0,12.0,2.0,8.0,1.0
2,2019.0,6.53,0,1,0,1,1,0,4G,4020.0,0,0,1080.0,2340.0,128.0,6.0,48.0,2.0,16.0,1.0
2,2019.0,6.4,1,1,0,1,1,0,4G,5000.0,0,0,1080.0,2340.0,128.0,6.0,13.0,3.0,16.0,1.0
2,2019.0,5.9,1,1,0,1,1,1,4G,3100.0,0,0,1080.0,2340.0,64.0,4.0,16.0,2.0,25.0,1.0
2,2019.0,6.4,1,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,64.0,4.0,16.0,2.0,16.0,1.0
2,2019.0,6.4,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2310.0,128.0,6.0,24.0,4.0,24.0,1.0
2,2019.0,6.53,0,1,0,1,1,1,4G,4020.0,0,0,1080.0,2340.0,128.0,6.0,48.0,2.0,16.0,1.0
2,2019.0,6.38,1,0,0,1,1,0,4G,4500.0,0,0,1080.0,2340.0,64.0,6.0,12.0,3.0,16.0,1.0
2,2019.0,6.53,0,1,0,1,1,0,4G,3940.0,0,0,1080.0,2340.0,128.0,6.0,12.0,3.0,25.0,1.0
2,2019.0,6.39,1,1,0,1,1,1,4G,4030.0,0,0,1080.0,2340.0,64.0,6.0,48.0,3.0,32.0,1.0
2,2019.0,5.0,0,1,0,1,1,1,4G,2800.0,0,1,720.0,1280.0,32.0,3.0,16.0,1.0,5.0,1.0
2,2019.0,6.26,0,0,0,0,1,1,4G,3750.0,0,0,1080.0,2340.0,128.0,6.0,48.0,4.0,32.0,1.0
2,2019.0,6.67,0,1,0,1,1,1,4G,4500.0,0,0,1080.0,2400.0,64.0,6.0,64.0,4.0,20.0,2.0
2,2019.0,6.15,0,1,0,1,1,0,4G,3340.0,0,0,1080.0,2312.0,128.0,4.0,24.0,3.0,32.0,1.0
2,2019.0,6.3,1,1,0,1,0,0,4G,3500.0,0,0,1080.0,2340.0,128.0,6.0,32.0,3.0,32.0,1.0
2,2019.0,6.4,1,1,0,1,1,1,4G,4000.0,0,0,1080.0,2340.0,64.0,4.0,48.0,3.0,32.0,1.0
2,2019.0,6.4,1,1,0,1,1,0,4G,6000.0,0,0,1080.0,2340.0,64.0,4.0,48.0,3.0,16.0,1.0
2,2019.0,6.39,1,0,0,1,1,1,4G,4000.0,0,0,1080.0,2340.0,64.0,6.0,48.0,3.0,20.0,1.0
2,2019.0,6.5,0,1,1,1,1,0,4G,5000.0,0,0,720.0,1600.0,128.0,4.0,48.0,4.0,16.0,1.0
2,2019.0,6.53,1,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,128.0,8.0,48.0,4.0,16.0,1.0
2,2019.0,6.2,0,1,0,1,1,1,4G,3850.0,0,0,720.0,1520.0,64.0,4.0,13.0,3.0,16.0,1.0
2,2019.0,6.4,0,1,0,1,1,1,4G,4000.0,0,0,1080.0,2310.0,64.0,4.0,16.0,4.0,16.0,1.0
2,2019.0,6.59,0,1,0,1,1,1,4G,4000.0,0,0,1080.0,2340.0,64.0,4.0,16.0,2.0,16.0,1.0
2,2019.0,6.4,1,1,0,1,1,1,4G,3600.0,0,1,1080.0,2340.0,128.0,6.0,16.0,2.0,25.0,1.0
2,2019.0,6.38,1,1,0,1,1,1,4G,4500.0,0,0,1080.0,2340.0,128.0,6.0,16.0,3.0,32.0,1.0
2,2019.0,6.21,0,1,0,1,0,1,4G,3400.0,0,0,1080.0,2340.0,128.0,4.0,24.0,2.0,32.0,1.0
2,2019.0,6.53,0,1,0,1,1,0,4G,5000.0,0,0,1080.0,2340.0,64.0,4.0,16.0,3.0,32.0,1.0
2,2019.0,6.59,0,1,0,1,0,0,4G,4000.0,0,0,1080.0,2340.0,128.0,6.0,48.0,2.0,16.0,1.0
2,2019.0,6.26,0,0,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,128.0,6.0,48.0,4.0,32.0,1.0
2,2019.0,6.15,0,1,0,1,1,1,4G,3340.0,0,0,1080.0,2312.0,128.0,6.0,24.0,3.0,32.0,1.0
2,2019.0,6.39,0,1,0,1,1,0,4G,3500.0,0,0,1080.0,2316.0,128.0,6.0,48.0,3.0,16.0,1.0
2,2019.0,6.53,0,1,0,1,1,0,4G,5000.0,0,0,1080.0,2340.0,128.0,4.0,16.0,3.0,16.0,1.0
2,2019.0,6.5,0,1,0,1,1,1,4G,4000.0,0,0,1080.0,2340.0,128.0,4.0,64.0,2.0,32.0,1.0
2,2019.0,6.4,1,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,64.0,4.0,64.0,4.0,16.0,1.0
2,2019.0,6.5,1,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,128.0,8.0,48.0,4.0,16.0,1.0
2,2019.0,6.5,1,1,0,1,1,1,4G,4000.0,0,0,1080.0,2400.0,64.0,4.0,48.0,4.0,32.0,1.0
2,2019.0,6.39,1,1,0,1,1,1,4G,4000.0,0,1,1080.0,2340.0,128.0,4.0,48.0,4.0,25.0,1.0
2,2019.0,6.39,1,1,0,1,1,1,4G,3400.0,1,0,1080.0,2340.0,128.0,4.0,16.0,2.0,8.0,1.0
2,2019.0,6.26,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2246.0,32.0,3.0,12.0,2.0,8.0,1.0
2,2019.0,6.2,0,1,1,1,1,1,4G,3000.0,0,1,1080.0,2270.0,64.0,4.0,16.0,2.0,12.0,1.0
2,2019.0,6.53,0,1,0,1,0,0,4G,3940.0,0,0,1080.0,2340.0,128.0,6.0,12.0,3.0,25.0,1.0
2,2019.0,5.97,1,0,0,0,1,1,4G,3070.0,0,0,1080.0,2340.0,64.0,6.0,48.0,3.0,20.0,1.0
2,2019.0,5.6,1,0,1,1,1,1,4G,3000.0,0,0,1080.0,2220.0,64.0,4.0,12.2,1.0,8.0,1.0
2,2019.0,6.39,1,1,0,1,1,0,4G,3700.0,0,0,1080.0,2340.0,128.0,6.0,48.0,3.0,32.0,1.0
2,2019.0,6.26,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2246.0,64.0,4.0,12.0,3.0,8.0,1.0
2,2019.0,6.53,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,64.0,6.0,24.0,3.0,32.0,1.0
3,2019.0,6.67,0,0,0,1,1,1,5G,4500.0,0,0,1080.0,2400.0,64.0,6.0,64.0,4.0,20.0,2.0
3,2019.0,6.3,0,1,0,1,1,1,4G,3500.0,0,1,1080.0,2520.0,128.0,4.0,48.0,2.0,25.0,1.0
3,2019.0,6.4,0,1,0,1,1,1,4G,4000.0,0,1,1080.0,2310.0,64.0,4.0,32.0,2.0,16.0,1.0
3,2019.0,6.53,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,64.0,6.0,48.0,2.0,16.0,1.0
3,2019.0,6.59,0,1,0,1,1,0,4G,4000.0,0,0,1080.0,2340.0,128.0,8.0,48.0,3.0,16.0,1.0
3,2019.0,6.4,1,1,0,1,1,1,4G,3600.0,0,1,1080.0,2340.0,128.0,4.0,48.0,1.0,25.0,1.0
3,2019.0,6.0,1,0,1,1,1,1,4G,3700.0,0,0,1080.0,2160.0,64.0,4.0,12.2,1.0,8.0,1.0
3,2019.0,6.4,1,0,1,1,1,1,4G,4035.0,0,0,1080.0,2340.0,128.0,4.0,48.0,2.0,32.0,1.0
3,2019.0,6.53,0,1,0,1,1,1,4G,3820.0,0,0,1080.0,2340.0,128.0,6.0,48.0,3.0,24.0,1.0
3,2019.0,6.38,1,0,0,1,1,0,4G,4500.0,0,0,1080.0,2340.0,128.0,8.0,12.0,3.0,16.0,1.0
3,2019.0,6.38,1,1,0,1,1,1,4G,4500.0,0,0,1080.0,2340.0,128.0,8.0,48.0,4.0,32.0,1.0
3,2019.0,6.2,1,0,0,0,1,1,4G,3600.0,0,0,1080.0,2232.0,128.0,6.0,48.0,3.0,20.0,1.0
3,2019.0,6.4,1,1,0,1,1,1,4G,4000.0,0,0,1080.0,2340.0,128.0,6.0,25.0,3.0,25.0,1.0
3,2019.0,6.0,0,1,0,1,1,1,4G,2870.0,0,0,1080.0,2520.0,64.0,3.0,13.0,2.0,8.0,1.0
3,2019.0,6.39,1,0,0,0,1,0,4G,3500.0,0,0,1080.0,2340.0,128.0,8.0,48.0,4.0,32.0,1.0
3,2019.0,6.39,1,1,0,1,1,0,4G,3450.0,1,0,1080.0,2340.0,64.0,4.0,16.0,2.0,8.0,1.0
3,2019.0,6.39,1,1,0,1,1,1,4G,3700.0,0,0,1080.0,2316.0,128.0,6.0,48.0,3.0,32.0,1.0
3,2019.0,6.5,1,0,1,1,1,1,4G,4000.0,0,0,1080.0,2400.0,64.0,6.0,64.0,4.0,16.0,1.0
