oem,model,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display,memory_card_slot,memory_phonebook,memory_call_records,sound_loudspeaker,sound_alert_types,sound_3.5mm_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,features_messaging,features_browser,features_clock,features_alarm,features_games,features_java,features,misc_colors,network_3g_bands,network_speed,platform_os,platform_chipset,platform_cpu,platform_gpu,main_camera_single,main_camera_video,misc_price,main_camera_features,body,network_4g_bands,body_build,display_protection,memory,main_camera_dual,selfie_camera_dual,selfie_camera_features,selfie_camera_video,comms_nfc,battery_charging,misc_models,tests_performance,tests_camera,tests_loudspeaker,tests_audio_quality,tests_battery_life,tests_display,selfie_camera_single,comms_infrared_port,network_5g_bands,main_camera_quad,main_camera_triple,sound,misc_sar_eu,main_camera_five,features_languages,body_keyboard,misc_sar,battery,main_camera_dual_or_triple,battery_music_play,selfie_camera_triple,main_camera_v1,selfie_camera,camera,main_camera,network,battery_talk_time,battery_stand.by,px_width,px_height,display_ratio,gb_rom,gb_ram
ZTE,Blade 10 Prime,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, November",158 x 75.2 x 7.9 mm (6.22 x 2.96 x 0.31 in),165,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.3,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,Black,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 9.0 (Pie),Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,,1080p@30fps (gyro-EIS),160.0,"LED flash, HDR, panorama",,"2, 4, 5, 12, 13, 66","Glass front, plastic back, plastic frame",,eMMC 5.1,"16 MP, f/1.8, 1/2.8"", 1.12<c2><b5>m, PDAF  5 MP, f/2.2, (depth)",,,1080p@30fps,YES,Fast charging 18W  USB Power Delivery 2.0,Z6530,,,,,,,"16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0<c2><b5>m",,,,,,,,,,,Non-removable Li-Po 3200 mAh battery,,,,,,,,,,,1080.0,2280.0,19:9,64.0,3.0
ZTE,Blade 20,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, October",162.9 x 76.6 x 9 mm (6.41 x 3.02 x 0.35 in),190,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.49,,YES,,,Mono,,Yes,Mono,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS","FM radio, recording","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Turquoise, Magic red",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A",Android 9.0 (Pie),Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,,1080p@30fps,130.0,"LED flash, HDR, panorama",,"1, 3, 5, 8, 40, 41","Glass front, plastic back, plastic frame",,eMMC 5.1,"16 MP, f/1.8, (wide), PDAF  8 MP, f/2.2, 12mm (ultrawide)  2 MP, f/2.4, (depth)",,,1080p@30fps,NO,Fast charging 18W,V1050,,,,,,,"8 MP, f/2.0",,,,,,,,,,,Non-removable Li-Po 5000 mAh battery,,,,,,,,CDMA 800,,,720.0,1560.0,5:9,128.0,4.0
ZTE,nubia Red Magic 3s,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, September",171.7 x 78.5 x 9.7 mm (6.76 x 3.09 x 0.38 in),215,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.65,90Hz refresh rate,NO,,,Stereo,,Yes,Dual,"5.0, A2DP, aptX, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go; accessory connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Mecha Silver, Cyber Shade, Eclipse Black",HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/150 Mbps","Android 9.0 (Pie), Redmagic 2.0",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485),Adreno 640 (700 MHz),"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF","8K@15fps, 4K@30/60fps, 1920fps",820.0,"LED flash, HDR, panorama",RGB light panel (on the back)  Pressure sensitive zones  Built-in cooling fan,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 30, 66 - Global","Glass front (Gorilla Glass 4), aluminum back, aluminum frame",Corning Gorilla Glass 4,UFS 3.0,,,HDR,1080p@30fps,NO,Fast charging 18W  Quick Charge 4+,NX629J_V1S,"AnTuTu: 358748 (v7), 495229 (v8) GeekBench: 11310 (v4.4) GFXBench: 37fps (ES 3.1 onscreen)",Photo / Video,Voice 69dB / Noise 73dB / Ring 84dB,Noise -95.5dB / Crosstalk -92.4dB,Endurance rating 115h,Contrast ratio: Infinite (nominal),"16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0<c2><b5>m",,,,,32-bit/384kHz audio,,,,,,Non-removable Li-Po 5000 mAh battery,,,,,,,,CDMA 800 / 1900,,,1080.0,2340.0,5:9,128.0,8.0
ZTE,nubia Z20,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, August",158.6 x 75.3 x 9 mm (6.24 x 2.96 x 0.35 in),186,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.42,"600 nits max brightness (advertised)  Always-on display  HDR10  Secondary display (on the back): AMOLED, 5.1 inches, 720 x 1520 pixels, 330 nits",NO,,,Mono,,No,Dual,"5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO",No,"Type-C 1.0 reversible connector, USB On-The-Go","Dual fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Twilight Blue, Diamond Black",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat18 1200/150 Mbps","Android 9.0 (Pie), Nubia UI 7",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640 (700 MHz),,"8K@15fps, 4K@30/60fps, 1080p@30/60fps, 720p@1920fps",550.0,"Dual-LED dual-tone flash, second soft flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 34, 38, 39, 40, 41 - EU/Asia","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,UFS 3.0,,,"Dual-LED dual-tone flash, HDR, panorama","8K@15fps, 4K@30/60fps, 1080p@30/60fps, 720p@1920fps",NO,Fast charging 27W  USB Power Delivery 2.0,NX627J,"AnTuTu: 371150 (v7), 355478 (v8) GeekBench: 10101 (v4.4) GFXBench: 37fps (ES 3.1 onscreen)",Photo / Video,Voice 71dB / Noise 73dB / Ring 74dB,,Endurance rating 100h,Contrast ratio: Infinite (nominal),,,,,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF, OIS  8 MP, f/2.4, (telephoto), 3x optical zoom  16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0<c2><b5>m, AF",32-bit/384kHz audio,,,,,,Non-removable Li-Po 4000 mAh battery,,,Uses main cameras,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2340.0,5:9,128.0,6.0
ZTE,Blade A5 (2019),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, May",145.8 x 70 x 9.6 mm (5.74 x 2.76 x 0.38 in),157,"Dual SIM (Nano-SIM, dual stand-by)",LCD,5.45,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Black, Blue",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 9.0 (Pie),Unisoc SC9863A (28nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,"13 MP, f/2.0, AF",1080p@30fps,80.0,"LED flash, HDR",,"1, 3, 5, 7, 8, 38","Glass front, plastic back, plastic frame",,,,,,,NO,,,,,,,,,"8 MP, f/2.4",,,,,,,,,,,Non-removable Li-Ion 2600 mAh battery,,,,,,,,,,,720.0,1440.0,18:9,16.0,2.0
ZTE,Blade A3 (2019),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, April",137.4 x 67.5 x 10.5 mm (5.41 x 2.66 x 0.41 in),144,"Dual SIM (Nano-SIM, dual stand-by)",LCD,5.0,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,Accelerometer,,,,,,,,"Black, Blue",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 9.0 Pie (Go edition),Unisoc SC9832E (28nm),Quad-core 1.4 GHz,Mali-T820 MP1,"8 MP, AF",720p@30fps,60.0,"LED flash, HDR",,"1, 3, 5, 7, 8, 20, 38",,,,,,,,NO,,,,,,,,,5 MP,,,,,,,,,,,Non-removable Li-Ion 2000 mAh battery,,,,,,,,,,,480.0,960.0,18:9,16.0,1.0
ZTE,Blade L8,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, April",137.4 x 67.5 x 10.5 mm (5.41 x 2.66 x 0.41 in),144,"Dual SIM (Nano-SIM, dual stand-by)",LCD,5.0,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,Accelerometer,,,,,,,,"Black, Blue",HSDPA 900 / 2100,HSPA 42.2/5.76 Mbps,Android 9.0 Pie (Go edition),Unisoc SC7731E (28nm),Quad-core 1.3 GHz,Mali-T820 MP1,"8 MP, AF",720p@30fps,60.0,"LED flash, HDR",,,,,,,,,,NO,,,,,,,,,5 MP,,,,,,,,,,,Non-removable Li-Ion 2000 mAh battery,,,,,,,,,,,480.0,960.0,18:9,16.0,1.0
ZTE,nubia Red Magic 3,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, May",171.7 x 78.5 x 9.7 mm (6.76 x 3.09 x 0.38 in),215,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.65,90Hz refresh rate,NO,,,Stereo,,Yes,Dual,"5.0, A2DP, aptX, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go; accessory connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Red, Camouflage, Red/Blue",HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/150 Mbps","Android 9.0 (Pie), upgradable to Android 10, Redmagic 3.0",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF","8K@15fps, 4K@30/60fps, 1920fps",500.0,"LED flash, HDR, panorama",RGB light panel (on the back)  Pressure sensitive zones  Built-in cooling fan,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 30, 66 - Global","Glass front (Gorilla Glass 4), aluminum back, aluminum frame",Corning Gorilla Glass 4,UFS 3.0,,,HDR,1080p@30fps,NO,Fast charging 18W  Quick Charge 4+,NX629J,AnTuTu: 387726 (v7)  GeekBench: 11345 (v4.4)  GFXBench: 37fps (ES 3.1 onscreen),Photo / Video,Voice 66dB / Noise 73dB / Ring 86dB,Noise -96.0dB / Crosstalk -92.4dB,Endurance rating 112h,,"16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0<c2><b5>m",,,,,32-bit/384kHz audio,,,,,,Non-removable Li-Po 5000 mAh battery,,,,,,,,CDMA 800 / 1900,,,1080.0,2340.0,5:9,64.0,6.0
ZTE,Axon 10 Pro,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, May",159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),175,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",OLED,6.47,HDR10,YES,,,Stereo,,No,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,Blue,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat18 1200/150 Mbps","Android 9.0 (Pie), upgradable to Android 10, MiFavor 10.0",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,,"4K@30fps, 1080p@30fps",470.0,"Dual-LED dual-tone flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - China","Glass front, glass back, aluminum frame",,UFS 2.1,,,HDR,1080p@30fps,YES,Fast charging 18W  Quick Charge 4+  Qi wireless charging,"A10P3251, A10P3351",,,,,,,"20 MP, f/2.0, (wide), 1/2.8"", 1.0<ce><bc>m",,,,"48 MP, f/1.7, (wide), 1/2.0"", 0.8<c2><b5>m, PDAF, OIS  8 MP, f/2.4, (telephoto), PDAF, OIS, 3x optical zoom  20 MP, f/2.2, 11mm (ultrawide)",24-bit/192kHz audio,,,,,,Non-removable Li-Ion 4000 mAh battery,,,,,,,,CDMA 800 / 1900 & TD-SCDMA,,,1080.0,2340.0,5:9,128.0,6.0
ZTE,Blade A7 Vita,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2018,"Available. Released 2018, December",147 x 69.5 x 7.9 mm (5.79 x 2.74 x 0.31 in),135,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,5.45,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, BDS",No,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",,,,,,,,"Black, Blue",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 8.1 (Oreo),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"13 MP, f/2.0, AF",1080p@30fps,150.0,"LED flash, HDR, panorama",,"1, 3, 5, 7, 8, 20, 38","Glass front, plastic back, plastic frame",,eMMC 5.1,,,,,NO,,A0722,,,,,,,8 MP or 5 MP,,,,,,,,,,,Non-removable Li-Ion 3200 mAh battery,,,,,,,,HSDPA 850 / 900 / 2100,,,720.0,1440.0,18:9,16.0,2.0
ZTE,Blade A7,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, May",154 x 72.8 x 7.9 mm (6.06 x 2.87 x 0.31 in),146,Dual SIM,LCD,6.01,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,,,,,,"Black, Blue, Black/blue",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), MiFavor 9.0",Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,"16 MP, f/2.0, AF",720p@30fps,80.0,"LED flash, HDR, panorama",,"1, 3, 5, 8, 38, 39, 40, 41",,,eMMC 5.1,,,,,NO,,A7000,,,,,,,"5 MP, f/2.4",,,,,,,,,,,Non-removable Li-Ion 3200 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,720.0,1560.0,5:9,32.0,2.0
Samsung,Galaxy M01,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, June 02",147.5 x 70.9 x 9.8 mm (5.81 x 2.79 x 0.39 in),168,"Dual SIM (Nano-SIM, dual stand-by)",LCD,5.7,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,,,,,,"Black, Blue, Red",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 10, One UI 2",Qualcomm SDM439 Snapdragon 439 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),Adreno 505,,1080p@30fps,110.0,LED flash,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","Glass front, plastic back, plastic frame",,eMMC 5.1,"13 MP, f/2.2, 28mm (wide), 1/3.1"", 1.12<c2><b5>m, AF  2 MP, f/2.4, (depth)",,,,NO,,"SM-M015G/DS, SM-M015F/DS",,,,,,,"5 MP, f/2.2, 1/5"", 1.12<c2><b5>m",,,,,,0.42 W/kg (head) <c2><a0> <c2><a0> 1.56 W/kg (body) <c2><a0> <c2><a0>,,,,,Non-removable Li-Ion 4000 mAh battery,,,,,,,,,,,720.0,1520.0,19:9,32.0,3.0
Samsung,Galaxy A21s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,2020,"Available. Released 2020, June 02",163.7 x 75.3 x 8.9 mm (6.44 x 2.96 x 0.35 in),192,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LCD,6.5,,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",Unspecified,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black, White, Blue, Red",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 10, One UI 2.0",Exynos 850 (8nm),Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),Mali-G52,,1080p@30fps,204.75,"LED flash, panorama, HDR",,"1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,eMMC 5.1,,,,1080p@30fps,YES,Fast charging 15W,"SM-A217F, SM-A217F/DS, SM-A217F/DSN",,,,,,,"13 MP, f/2.2, (wide), 1/3.1"", 1.12<c2><b5>m",,,"48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  8 MP, f/2.2, 123<cb><9a> (ultrawide), 1/4.0"", 1.12<c2><b5>m  2 MP, f/2.4, (macro)  2 MP, f/2.4, (depth)",,,0.42 W/kg (head) <c2><a0> <c2><a0> 1.54 W/kg (body) <c2><a0> <c2><a0>,,,,,Non-removable Li-Po 5000 mAh battery,,,,,,,,,,,720.0,1600.0,20:9,32.0,3.0
Samsung,Galaxy J2 Core (2020),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, April 27",143.4 x 72.1 x 8.9 mm (5.65 x 2.84 x 0.35 in),154,"Dual SIM (Micro-SIM, dual stand-by)",LCD,5.0,,YES,,,Mono,,Yes,Mono,"4.2, A2DP","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,,,,,,"Black, Gold, Blue",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 8.1 Oreo (Go edition),Exynos 7570 Quad (14 nm),Quad-core 1.4 GHz Cortex-A53,Mali-T720,"8 MP, f/2.2, AF",1080p@30fps,120.0,"LED flash, HDR, panorama",,"1, 3, 5, 8, 40, 41","Glass front, plastic back, plastic frame",,eMMC 5.0,,,,,NO,,"SM-J260GU, SM-J260GU/DS",,,,,,,"5 MP, f/2.2",,,,,,,,,,0.99 W/kg (head) <c2><a0> <c2><a0>,Removable Li-Ion 2600 mAh battery,,,,,,,,,,,540.0,960.0,16:9,16.0,1.0
Samsung,Galaxy A Quantum,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900,,,2020,"Available. Released 2020, May 22",162.5 x 75.5 x 8.1 mm (6.40 x 2.97 x 0.32 in),185,Nano-SIM,OLED,6.7,,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,ANT+,"Prism Cube Black, Prism Cube Sliver, Prism Cube Blue",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A; 5G","Android 10, One UI 2","Exynos 980 (8 nm), QRNG security chipset",Octa-core (2x2.2 GHz Cortex-A77 & 6x1.8 GHz Cortex A55),Mali-G76 MP5,,"4K@30fps, 1080p@30/240fps, 1080p@960fps; gyro-EIS",500.0,"LED flash, panorama, HDR",,LTE,"Glass front (Gorilla Glass 3), plastic back, plastic frame",Corning Gorilla Glass 3,UFS 2.1,,,HDR,1080p@30fps,YES,Fast charging 25W,"SM-A716N, SM-A716SS",,,,,,,"32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8<c2><b5>m",,SA/NSA,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8<c2><b5>m, PDAF  12 MP, f/2.2, 12mm (ultrawide)  5 MP, f/2.4, (macro)  5 MP, f/2.2, (depth)",,,,,,,,Non-removable Li-Po 4500 mAh battery,,,,,,,,,,,1080.0,2400.0,20:9,128.0,8.0
Samsung,Galaxy A71 5G,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,2020,"Available. Released 2020, June 15",162.5 x 75.5 x 8.1 mm (6.40 x 2.97 x 0.32 in),185,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",OLED,6.7,,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,ANT+,"Prism Cube Black, Prism Cube Sliver, Prism Cube Blue",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A; 5G","Android 10, One UI 2",Exynos 980 (8 nm),Octa-core (2x2.2 GHz Cortex-A77 & 6x1.8 GHz Cortex A55),Mali-G76 MP5,,"4K@30fps, 1080p@30/240fps, 1080p@960fps; gyro-EIS",474.4,"LED flash, panorama, HDR",,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 38, 40, 41, 66","Glass front (Gorilla Glass 3), plastic back, aluminum frame",Corning Gorilla Glass 3,UFS 2.1,,,HDR,1080p@30fps,YES,Fast charging 25W,"SM-A716F, SM-A716F/DS, SM-A716F/DSN, SM-A7160",,,,,,,"32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8<c2><b5>m",,SA/NSA,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8<c2><b5>m, PDAF  12 MP, f/2.2, 12mm (ultrawide)  5 MP, f/2.4, (macro)  5 MP, f/2.2, (depth)",,,,,,,,Non-removable Li-Po 4500 mAh battery,,,,,,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,1080.0,2400.0,20:9,128.0,6.0
Samsung,Galaxy A51 5G,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,2020,"Available. Released 2020, April 29",158.9 x 73.6 x 8.7 mm (6.26 x 2.90 x 0.34 in),187,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",OLED,6.5,,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","FM radio, RDS, recording","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,ANT+,"Prism Cube Black, Prism Cube White, Prism Cube Pink",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Android 10, One UI 2",Exynos 980 (8 nm),Octa-core (2x2.2 GHz Cortex-A77 & 6x1.8 GHz Cortex A55),Mali-G76 MP5,,"4K@30fps, 1080p@30/120fps; gyro-EIS",430.0,"LED flash, panorama, HDR",,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 26, 28, 38, 40, 41, 66","Glass front (Gorilla Glass 3), plastic back, aluminum frame",Corning Gorilla Glass 3,UFS 2.1,,,HDR,1080p@30fps,YES,Fast charging 15W,"SM-A516F, SM-A516F/DSN, SM-A516N",,,,,,,"32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8<c2><b5>m",,SA/NSA,"48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  12 MP, f/2.2, 123<cb><9a> (ultrawide)  5 MP, f/2.4, (macro)  5 MP, f/2.2, (depth)",,,,,,,,Non-removable Li-Po 4500 mAh battery,,,,,,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,1080.0,2400.0,20:9,128.0,6.0
